Theft_Status,Occurrence_Hour,Premises_Type,Bike_Cost,Region
1,2,Outside,1200,Downtown
1,12,Apartment,800,North York
1,22,House,700,Downtown
1,22,House,100,Downtown
1,21,Outside,470,Scarborough
1,7,Other,1400,Downtown
1,0,House,0,North York
1,13,Apartment,550,North York
1,10,Apartment,499,Downtown
1,15,Commercial,150,North York
1,17,Commercial,250,North York
1,9,Apartment,1300,North York
1,4,Other,1200,Downtown
1,14,Outside,450,Toronto
1,14,Outside,450,Toronto
1,10,Other,450,Downtown
1,14,Commercial,0,North York
1,12,Outside,1550,Downtown
1,21,Other,700,Downtown
1,16,Outside,1000,Scarborough
1,14,Other,989.099975585938,Toronto
1,8,Transit,700,Downtown
1,20,Apartment,1500,Toronto
1,22,House,500,Toronto
1,8,Apartment,600,Downtown
1,20,House,400,Toronto
1,21,Apartment,300,Downtown
1,14,House,1250,Downtown
1,14,Outside,2875,Toronto
1,14,Outside,850,Midtown
1,23,Apartment,1400,Downtown
1,6,Outside,500,Scarborough
1,21,Commercial,1300,Toronto
1,7,Apartment,700,North York
1,15,Other,400,Downtown
1,7,Apartment,700,North York
1,7,Apartment,700,North York
1,5,Other,800,Downtown
1,5,Other,1000,Downtown
1,10,Transit,179.990005493164,Scarborough
1,10,Transit,279.989990234375,Scarborough
1,17,House,600,Midtown
1,22,Outside,450,Downtown
1,23,House,800,North York
1,14,Apartment,1500,Downtown
1,18,Outside,1055,Downtown
1,18,Outside,1000,Toronto
1,21,House,150,Midtown
1,13,Commercial,2000,Toronto
1,9,Commercial,0,Downtown
1,13,Outside,1600,Toronto
1,8,House,1000,Toronto
1,10,Outside,420,North York
1,16,Educational,300,Downtown
1,15,House,200,Downtown
1,14,Apartment,1300,Midtown
1,20,House,1200,Scarborough
1,1,Other,7500,Downtown
1,16,Outside,640,Downtown
1,12,Outside,350,North York
1,0,Other,400,Downtown
1,8,Educational,250,Downtown
1,12,Educational,300,Downtown
1,12,Outside,1200,Toronto
1,12,Outside,1000,Toronto
1,9,Apartment,915,North York
1,21,Apartment,200,Scarborough
1,21,Apartment,200,Scarborough
1,21,Apartment,200,Scarborough
1,13,Outside,1400,Toronto
1,3,Apartment,400,Downtown
1,18,House,2500,Toronto
1,17,Other,1300,Toronto
1,18,House,2000,Toronto
1,11,Apartment,250,Downtown
1,18,House,200,Scarborough
1,11,Apartment,800,Midtown
1,11,Educational,500,Downtown
1,11,Apartment,800,Midtown
1,17,House,700,Downtown
1,1,Apartment,300,Toronto
1,0,Other,200,Toronto
1,16,Commercial,1100,Midtown
1,13,Apartment,316.390014648438,North York
1,11,Educational,450,Downtown
1,18,Apartment,785,North York
1,6,Apartment,600,North York
1,9,Transit,500,North York
1,19,Other,0,Toronto
1,9,Educational,400,Scarborough
1,17,Apartment,320,Toronto
1,17,Commercial,2000,Downtown
1,11,Educational,769,Downtown
1,16,Educational,150,Downtown
1,18,Commercial,327,North York
1,16,Educational,200,Downtown
1,18,Outside,100,Downtown
1,18,Outside,700,Downtown
1,10,Transit,300,Scarborough
1,12,Apartment,229.990005493164,North York
1,3,Apartment,1100,Toronto
1,19,House,3500,Toronto
1,3,Apartment,1100,Toronto
1,11,Educational,130,Downtown
1,0,Outside,750,Toronto
1,20,Educational,248,Downtown
1,19,House,5800,Toronto
1,19,House,1500,Toronto
1,11,Educational,2000,Downtown
1,17,Outside,0,Downtown
1,17,Outside,0,Downtown
1,16,Outside,1000,Downtown
1,15,House,600,Toronto
1,22,Apartment,3700,Downtown
1,14,House,1500,Downtown
1,13,Apartment,1100,Toronto
1,0,Apartment,575,Midtown
1,17,Apartment,4612,North York
1,9,Outside,3000,Downtown
1,8,Educational,700,Midtown
1,8,Educational,700,Midtown
1,21,Outside,600,Downtown
1,12,Outside,700,Downtown
1,18,Educational,1600,Downtown
1,17,Apartment,2000,Scarborough
1,15,Outside,1200,Toronto
1,19,Apartment,600,Toronto
1,14,Apartment,677.989990234375,Toronto
1,16,Educational,1000,Downtown
1,9,House,470,Toronto
1,16,Outside,1000,North York
1,18,Educational,188,Downtown
1,20,Outside,1800,Toronto
1,18,Educational,1825,Downtown
1,4,Other,200,Scarborough
1,4,Other,200,Scarborough
1,4,Other,200,Scarborough
1,16,Commercial,1300,North York
1,20,Commercial,1200,Downtown
1,18,Outside,0,Downtown
1,12,Outside,550,Scarborough
1,17,Outside,2500,Downtown
1,12,Apartment,0,Downtown
1,9,Apartment,2000,Downtown
1,15,Apartment,1050,Downtown
1,15,Apartment,900,Toronto
1,20,Outside,300,Downtown
1,0,Apartment,850,Scarborough
1,19,Commercial,750,Scarborough
1,3,House,700,Downtown
1,8,Other,800,Downtown
1,17,Outside,1000,Downtown
1,23,House,2600,Downtown
1,20,Outside,400,Downtown
1,16,Educational,1100,Downtown
1,20,Other,900,Downtown
1,16,Outside,900,Midtown
1,13,Outside,1355,Downtown
1,18,Educational,500,Downtown
1,12,Apartment,400,Downtown
1,17,Apartment,350,Toronto
1,13,Other,300,Downtown
1,14,Educational,350,Downtown
1,12,Educational,450,Downtown
1,19,House,800,North York
1,8,Transit,300,Scarborough
1,15,Outside,900,Downtown
1,20,Outside,800,North York
1,22,Apartment,1349,North York
1,20,Apartment,1900,Downtown
1,7,Transit,700,Toronto
1,11,Apartment,150,Toronto
1,12,House,1500,Toronto
1,12,House,1500,Toronto
1,11,Apartment,400,Toronto
1,19,Commercial,1500,Downtown
1,23,Other,850,Downtown
1,20,Outside,0,Downtown
1,0,House,200,Midtown
1,16,Educational,550,Downtown
1,15,Educational,420,Downtown
1,0,House,800,Midtown
1,10,Apartment,800,Toronto
1,21,Apartment,200,Toronto
1,14,Educational,564.989990234375,Downtown
1,11,Outside,1200,Downtown
1,14,Apartment,600,Midtown
1,8,Outside,600,Downtown
1,8,Outside,600,Downtown
1,15,Educational,300,North York
1,10,Outside,500,Downtown
1,14,Transit,500,Midtown
0,22,Outside,2100,Downtown
0,22,Outside,2000,Downtown
1,21,Other,200,Midtown
1,21,Other,200,Midtown
1,21,Other,500,Midtown
1,12,Other,800,Toronto
1,22,Commercial,3000,Downtown
1,6,Transit,597.77001953125,Midtown
1,15,House,7500,Midtown
1,20,House,300,Downtown
1,12,Other,800,Downtown
1,9,Educational,590,Downtown
1,15,Other,695,Midtown
1,18,Outside,800,Downtown
1,12,Apartment,1300,Downtown
1,3,Apartment,1000,Downtown
1,16,Other,1500,Midtown
1,5,Educational,500,Downtown
1,9,Apartment,2000,Midtown
1,12,House,2000,North York
1,22,Apartment,3000,Downtown
1,12,Apartment,887,Downtown
1,19,Outside,1100,Downtown
1,22,Commercial,660,Scarborough
1,14,Apartment,2100,Downtown
1,12,Apartment,1000,Downtown
1,2,House,1650,Downtown
1,12,Apartment,1500,Downtown
1,0,Apartment,2000,Toronto
1,8,Outside,1000,Downtown
1,12,Apartment,0,Scarborough
1,2,Outside,2000,Downtown
1,15,Apartment,1000,Downtown
1,17,Apartment,0,Downtown
1,0,Apartment,1800,Downtown
1,0,Apartment,720,Toronto
1,22,Apartment,120,Downtown
1,16,House,2500,Scarborough
1,18,Outside,0,Downtown
1,1,Outside,300,North York
1,19,Apartment,1500,Toronto
1,0,Apartment,670,Toronto
1,18,Other,150,North York
1,0,Apartment,1500,Downtown
1,14,Apartment,300,Downtown
1,18,Commercial,800,Toronto
1,0,Outside,1300,North York
1,20,Commercial,250,Downtown
1,6,Apartment,700,Downtown
1,16,Apartment,350,Toronto
1,1,Apartment,1200,Downtown
1,16,Commercial,109.98999786377,Midtown
1,18,Commercial,800,Toronto
1,22,Outside,1900,Downtown
1,19,Apartment,2500,Downtown
1,19,Apartment,2500,Downtown
1,19,Apartment,2500,Downtown
1,15,Other,600,Downtown
1,13,Educational,435,Downtown
1,18,Apartment,1000,Scarborough
1,11,Apartment,1500,Downtown
1,13,Educational,700,Downtown
1,16,Outside,0,Downtown
1,13,Other,2000,Downtown
1,10,Apartment,300,Downtown
1,17,Apartment,300,North York
1,22,Outside,2000,Toronto
1,0,Other,1200,Toronto
1,13,Commercial,2500,Downtown
1,14,Apartment,900,Toronto
1,13,Outside,2500,Downtown
1,12,Other,100,Toronto
1,14,Apartment,600,Toronto
1,14,Apartment,700,Toronto
1,15,Outside,2500,Midtown
1,14,Commercial,2000,Downtown
1,15,Other,2000,Downtown
1,19,Apartment,1500,Downtown
1,14,Educational,800,Downtown
1,14,Apartment,800,Toronto
1,8,Commercial,2000,Downtown
1,14,Apartment,1000,North York
1,13,Educational,1500,Toronto
1,8,Educational,1500,Downtown
1,20,Transit,700,Scarborough
1,18,Outside,900,Downtown
1,16,Apartment,3000,Downtown
1,22,Apartment,2000,Downtown
1,18,Other,0,Downtown
1,22,Other,800,Toronto
1,0,Apartment,700,Downtown
1,3,Commercial,0,Downtown
1,16,Commercial,800,Midtown
1,22,Apartment,1056,Downtown
1,15,Educational,1499,Downtown
1,22,Educational,255,Downtown
1,14,Educational,200,Downtown
1,18,Apartment,600,Downtown
1,7,Apartment,200,North York
1,22,Educational,500,Toronto
1,12,Other,1100,Toronto
1,18,Apartment,600,Downtown
1,13,Outside,2000,Downtown
1,15,Outside,300,Downtown
1,4,House,1600,Scarborough
1,13,Outside,650,Downtown
1,21,House,2000,Downtown
1,12,Commercial,400,Downtown
1,19,Other,793.260009765625,North York
1,13,Outside,621.489990234375,Downtown
1,20,Apartment,2000,Downtown
1,23,Commercial,200,Downtown
1,19,Outside,1350,Downtown
1,23,Commercial,200,Downtown
1,17,Educational,160,Downtown
1,9,Educational,500,Downtown
1,12,Commercial,1000,Downtown
1,16,Commercial,800,Downtown
1,12,Commercial,825,Scarborough
1,20,Commercial,1000,Toronto
1,0,Outside,799.989990234375,Toronto
1,0,Outside,739.989990234375,Toronto
1,20,Outside,500,Midtown
1,18,Educational,462,Downtown
1,13,Apartment,1500,Scarborough
1,22,Apartment,2085.75,North York
1,18,Apartment,650,Downtown
1,23,Outside,1600,Downtown
1,18,Other,300,Toronto
1,14,Apartment,700,Downtown
1,20,Apartment,2000,Downtown
1,21,Educational,600,Downtown
1,15,Outside,0,Downtown
1,14,Apartment,270,Scarborough
1,17,Educational,2000,Downtown
1,16,House,3699,Downtown
1,16,House,3699,Downtown
1,3,Other,167,Downtown
1,7,Outside,550,Downtown
1,18,Apartment,1500,Scarborough
1,1,Apartment,500,Scarborough
1,20,Apartment,500,Toronto
1,0,Other,150,Downtown
1,0,Other,50,Downtown
1,20,Outside,750,Toronto
1,22,Apartment,750,Downtown
1,19,Educational,500,Scarborough
1,19,Educational,500,Scarborough
1,0,Other,360,Scarborough
1,19,Educational,500,Scarborough
1,19,Educational,500,Scarborough
1,13,Outside,400,Downtown
1,16,Commercial,200,Downtown
1,14,Outside,1000,Downtown
1,19,Apartment,904,Toronto
1,13,Apartment,2200,North York
1,0,Apartment,0,Toronto
1,1,House,500,Toronto
1,16,Outside,200,Toronto
1,12,Educational,2000,Downtown
1,9,House,150,Downtown
1,20,Apartment,400,Toronto
1,12,Other,540,Midtown
1,12,Transit,350,Scarborough
1,1,House,1700,Midtown
1,12,Educational,500,Toronto
1,22,House,4000,Toronto
1,12,Apartment,1300,Downtown
1,11,Outside,400,Downtown
1,12,Educational,2400,Downtown
1,12,Outside,1500,Downtown
1,21,Other,1500,Toronto
1,16,Commercial,750,Midtown
1,17,Educational,130,Downtown
1,18,Outside,980,Downtown
1,11,Commercial,1600,Downtown
1,15,Educational,429.989990234375,Downtown
1,12,Educational,800,Downtown
1,19,Educational,159.990005493164,Midtown
1,20,Outside,2500,Downtown
1,2,Other,700,Downtown
1,16,Apartment,850,Toronto
1,20,Other,0,Downtown
1,18,Outside,0,Downtown
1,18,Apartment,765,Toronto
1,18,Apartment,529,Toronto
1,20,Other,0,Downtown
1,10,Apartment,609,Midtown
1,8,Apartment,200,Scarborough
1,10,Apartment,700,Midtown
1,20,Outside,3500,Toronto
1,1,Other,3000,Toronto
1,10,Transit,400,Toronto
1,11,Apartment,1000,North York
0,8,Commercial,150,Scarborough
1,7,Outside,1500,Downtown
1,22,Outside,800,Downtown
1,10,Apartment,839.989990234375,Toronto
1,1,Educational,300,Downtown
1,12,Outside,599.989990234375,Downtown
1,23,Outside,800,Toronto
1,5,Other,800,Downtown
1,2,House,500,Scarborough
1,23,House,0,Toronto
1,2,House,500,Scarborough
1,22,Apartment,2000,Downtown
1,22,Apartment,1500,Downtown
1,7,House,775,Downtown
1,1,Apartment,500,Downtown
1,18,Educational,200,Downtown
1,19,Educational,1010,Downtown
1,20,House,3100,Downtown
1,18,Educational,200,Downtown
1,21,Outside,500,Downtown
1,21,Outside,600,Toronto
1,3,Apartment,750,Downtown
1,2,House,100,Midtown
1,21,Educational,600,Downtown
1,2,House,100,Midtown
1,21,House,1000,Downtown
1,22,House,1700,North York
1,11,Other,500,Downtown
1,23,Outside,1500,Downtown
1,0,Other,500,Downtown
1,0,Outside,1800,Downtown
1,9,Commercial,300,Scarborough
1,13,Outside,125,Downtown
1,21,Outside,2000,Downtown
1,15,Apartment,400,Downtown
1,12,Outside,600,Downtown
1,14,Educational,800,Downtown
1,2,Other,500,Toronto
1,17,Educational,700,Downtown
1,17,Outside,3000,North York
1,8,Outside,800,Downtown
1,17,Outside,150,Downtown
1,18,Outside,450,Downtown
1,23,Commercial,1000,Downtown
1,16,Apartment,700,Toronto
1,15,Outside,6200,Toronto
1,12,Outside,400,Downtown
1,8,Other,0,Downtown
1,11,Commercial,900,Midtown
1,0,House,1779,Downtown
1,14,Commercial,1100,Scarborough
1,17,Outside,130,Downtown
1,3,House,900,Midtown
1,15,Apartment,900,Toronto
1,1,Transit,500,North York
1,2,Transit,300,North York
1,9,House,1500,Downtown
1,21,Educational,1000,Midtown
1,9,Commercial,650,Downtown
1,17,Outside,962,Toronto
1,12,House,2000,Downtown
1,2,Outside,0,Downtown
1,17,Outside,962,Toronto
1,15,Apartment,900,Toronto
1,13,Educational,2500,Toronto
1,12,Commercial,1000,Toronto
1,10,Outside,649,Downtown
1,21,Commercial,800,Downtown
1,14,Apartment,1500,Downtown
1,10,Outside,1400,Downtown
1,3,Other,200,Midtown
1,23,Educational,300,Downtown
1,0,Other,1000,Toronto
1,18,Apartment,3000,Downtown
1,20,Educational,250,Downtown
1,18,Transit,200,North York
1,11,Outside,500,Downtown
1,10,Apartment,768.390014648438,Downtown
1,18,Outside,2000,Downtown
1,22,Educational,100,Downtown
1,18,Transit,800,Scarborough
1,0,Apartment,1355.75,North York
1,0,Outside,159,North York
1,0,House,2000,Toronto
1,12,Other,100,Downtown
1,12,Other,200,Downtown
1,12,Other,100,Downtown
1,21,Outside,80,North York
1,11,Commercial,470,Toronto
1,18,Apartment,500,Downtown
1,17,Educational,370,Downtown
1,12,Commercial,350,Downtown
1,13,Educational,600,Downtown
1,13,Educational,1500,Downtown
1,14,Other,500,Downtown
1,12,Apartment,3000,Downtown
1,19,House,1073,Toronto
1,15,Outside,500,Downtown
1,3,House,400,Midtown
1,14,Commercial,1500,Downtown
1,12,Apartment,800,Downtown
1,18,Other,3500,Downtown
1,17,Other,700,Downtown
1,7,Apartment,800,Downtown
1,14,Commercial,1400,Downtown
1,17,Outside,250,Scarborough
1,0,Outside,500,Downtown
1,0,Apartment,1500,Toronto
1,8,Educational,400,Downtown
1,9,House,2200,Toronto
1,6,Apartment,800,Downtown
1,18,Educational,1000,Downtown
1,9,House,150,Toronto
1,19,Outside,2700,North York
1,20,Apartment,100,Downtown
1,18,Other,834,North York
1,1,Apartment,1200,Downtown
1,23,Commercial,400,Downtown
1,2,Apartment,1000,Downtown
1,20,Outside,2100,Downtown
1,9,Educational,500,Downtown
1,11,Educational,600,Downtown
1,11,Outside,1354,Downtown
1,4,Outside,200,North York
1,6,Apartment,700,Downtown
1,6,Apartment,700,Downtown
1,15,Commercial,1000,Downtown
1,17,Commercial,500,Downtown
1,21,Commercial,2000,Downtown
1,12,Other,200,Downtown
1,17,Outside,1300,Downtown
1,14,Outside,50,Downtown
1,14,Outside,100,Downtown
1,16,Educational,800,Downtown
1,19,Educational,700,Downtown
1,9,Apartment,2500,Midtown
1,3,Other,650,Downtown
1,8,Outside,300,Midtown
1,0,Apartment,300,Downtown
1,13,Other,500,Scarborough
1,9,Apartment,2500,Downtown
1,8,Apartment,250,Downtown
1,8,Apartment,200,Downtown
1,21,Educational,400,Downtown
1,16,Apartment,500,Downtown
1,16,Apartment,1100,Downtown
1,16,Educational,1000,Downtown
1,14,Educational,228,Downtown
1,16,Outside,299.989990234375,Midtown
1,12,Educational,1500,Downtown
1,4,Apartment,2000,Scarborough
1,3,Other,4200,Downtown
1,18,Apartment,700,Downtown
1,2,Educational,675,Downtown
0,10,Outside,800,Downtown
1,9,Outside,1000,Downtown
1,18,Commercial,500,Downtown
1,11,Educational,500,Downtown
1,4,Apartment,1000,Downtown
1,9,Apartment,900,Downtown
1,20,Apartment,14000,Downtown
1,19,Apartment,530,Downtown
1,14,Apartment,700,Downtown
1,17,Outside,3000,Downtown
1,8,Other,800,Downtown
1,23,Apartment,700,Downtown
1,20,Apartment,2000,Downtown
1,16,Other,950,Downtown
1,12,Outside,600,North York
1,0,Outside,3000,Midtown
1,20,Apartment,2000,Downtown
1,12,Apartment,2000,Downtown
1,0,Outside,750,Downtown
1,13,Commercial,500,Downtown
1,23,House,500,Downtown
1,16,Educational,1000,Downtown
1,18,Outside,1200,Downtown
1,23,Commercial,0,Downtown
1,20,Outside,1000,Downtown
1,13,Commercial,1200,Downtown
1,12,Other,1200,Downtown
1,20,Apartment,250,Downtown
1,22,Other,1500,Toronto
1,22,Other,800,Toronto
1,22,Other,500,Toronto
1,12,Other,1500,Downtown
1,22,Apartment,3000,Downtown
1,20,Commercial,1000,Downtown
1,8,Commercial,3000,Downtown
1,11,Other,1200,Downtown
1,13,Outside,800,Downtown
1,14,Apartment,1000,Toronto
1,21,Commercial,750,Midtown
1,17,Outside,750,Downtown
1,14,Outside,0,Toronto
1,10,Transit,539,Midtown
1,1,House,2000,Downtown
1,17,Outside,3600,Scarborough
1,18,House,1000,Toronto
1,15,Apartment,1300,Scarborough
1,14,Outside,400,Downtown
1,15,Educational,700,Midtown
1,18,Commercial,1335,Midtown
1,23,Educational,700,Downtown
1,17,House,729.989990234375,Downtown
1,18,Apartment,138,Toronto
1,23,Outside,470.070007324219,Midtown
1,16,House,1500,Toronto
1,16,House,1500,Toronto
1,9,Apartment,300,Midtown
1,20,Apartment,1300,Downtown
1,15,Commercial,0,Downtown
1,19,Outside,300,Scarborough
1,12,Outside,0,Toronto
1,5,House,1000,Scarborough
1,9,Outside,600,Downtown
1,0,Outside,174.990005493164,Downtown
1,2,Other,500,Downtown
1,8,Outside,8000,Downtown
1,16,Educational,680,Downtown
1,10,Apartment,1300,Downtown
1,10,Educational,800,Downtown
1,17,Educational,350,Downtown
1,13,Educational,2000,Downtown
1,19,House,400,Downtown
1,7,Apartment,400,Midtown
1,13,Educational,1000,Downtown
1,10,Educational,650,Downtown
1,20,Outside,400,Midtown
1,13,Commercial,1000,Midtown
1,17,Educational,500,Downtown
1,12,Outside,500,Downtown
1,9,Outside,950,Downtown
1,9,Educational,0,Downtown
1,16,Outside,200,Scarborough
1,23,Other,200,Toronto
1,3,Apartment,4063,Toronto
1,23,Other,500,Toronto
1,19,Educational,1000,Midtown
1,17,Educational,550,Downtown
1,3,Apartment,4063,Toronto
1,9,Educational,971.799987792969,Downtown
1,3,Apartment,4063,Toronto
1,7,Commercial,1000,Downtown
1,12,House,300,Downtown
1,19,Commercial,700,Toronto
1,13,Outside,400,North York
1,22,Educational,1400,Downtown
1,5,Apartment,0,Toronto
1,20,Outside,1500,Downtown
1,20,Outside,1500,Downtown
1,23,Apartment,818,North York
1,6,Transit,600,Toronto
1,19,Transit,600,Toronto
1,15,Outside,2000,Downtown
1,19,Transit,4200,Midtown
1,11,Other,4000,Downtown
1,12,Educational,1100,Downtown
1,15,Outside,1000,Downtown
1,16,Commercial,0,Downtown
1,23,Educational,263,Downtown
1,10,Educational,100,Downtown
1,23,Educational,1010,Downtown
1,8,Educational,600,Toronto
1,22,Educational,300,Downtown
1,11,Educational,900,Downtown
1,21,Educational,340,Downtown
1,4,Apartment,2495,Downtown
1,16,Outside,3000,Downtown
1,4,Apartment,2642,Downtown
1,15,Outside,1029,Downtown
1,12,Commercial,600,Scarborough
1,19,Outside,2500,North York
1,21,Apartment,750,North York
1,14,House,1000,Toronto
1,16,Apartment,500,Toronto
1,9,Educational,1000,Toronto
1,17,Commercial,1200,Downtown
1,21,House,2500,Downtown
1,21,House,2500,Downtown
1,7,Educational,724,Downtown
1,8,Outside,500,Toronto
1,19,Outside,700,Downtown
1,13,Outside,700,Toronto
1,16,Outside,1200,Downtown
1,12,Commercial,2500,Downtown
1,12,Apartment,100,Downtown
1,12,House,1499,Downtown
1,19,Educational,1200,Downtown
1,11,Outside,0,Midtown
1,15,Outside,600,Downtown
1,12,Apartment,500,Toronto
1,12,Apartment,500,Toronto
1,9,Educational,1000,Downtown
1,16,House,8500,Toronto
1,8,Educational,1300,Midtown
1,8,Educational,1300,Midtown
1,0,Educational,600,Downtown
1,10,Educational,1189,Downtown
1,6,Apartment,2480,Downtown
1,5,House,700,Downtown
1,5,Other,800,Downtown
1,5,House,700,Downtown
1,8,Other,50,Downtown
1,17,House,4000,Midtown
1,13,Commercial,630,Scarborough
1,16,Outside,1500,North York
1,23,Outside,3000,Downtown
1,16,Apartment,800,North York
1,10,Educational,200,Downtown
1,20,Apartment,400,Downtown
1,9,Apartment,2500,Scarborough
1,18,Apartment,500,Downtown
1,18,Educational,500,Downtown
1,16,House,600,Scarborough
1,3,House,1000,Toronto
1,0,Outside,4200,Downtown
1,0,Outside,5000,Downtown
1,0,Outside,4200,Downtown
1,0,Apartment,0,Downtown
1,23,Apartment,500,Downtown
1,9,Educational,280,Downtown
1,6,Apartment,600,Downtown
1,17,Educational,100,Downtown
1,10,Other,700,Toronto
1,11,Commercial,800,Downtown
1,23,Apartment,1200,Downtown
1,12,Other,0,Toronto
1,17,Other,800,Downtown
1,12,Other,400,Toronto
1,15,Apartment,1000,Downtown
1,9,Educational,1600,Downtown
1,18,Commercial,1500,Toronto
1,3,Other,2700,Downtown
1,1,Outside,500,Downtown
1,18,Outside,220,Downtown
1,17,Educational,1000,Downtown
1,19,Other,2500,Toronto
1,19,Other,2000,Toronto
1,21,Outside,900,Downtown
1,18,Educational,700,Downtown
1,20,Apartment,3500,Downtown
1,1,Outside,2400,Scarborough
1,23,House,1300,Downtown
1,13,Apartment,4000,North York
1,1,Outside,1100,Toronto
1,15,Educational,1100,Downtown
1,18,Outside,1000,Downtown
1,14,Commercial,235,Scarborough
1,14,Commercial,150,Scarborough
0,10,Outside,2899,Toronto
1,22,Other,1000,Downtown
1,18,Outside,1000,Toronto
1,15,Apartment,1000,Downtown
1,19,Outside,900,Downtown
1,14,Outside,250,Downtown
1,14,Outside,1200,Downtown
1,0,Outside,2200,Downtown
1,19,Other,2000,Downtown
1,22,Apartment,800,Downtown
1,14,Outside,2000,North York
1,15,Outside,4000,Downtown
1,3,House,1000,Midtown
1,14,Other,1200,Downtown
1,22,Outside,2000,Downtown
1,0,House,1200,Downtown
1,9,Apartment,2500,North York
1,17,Apartment,1200,Downtown
0,7,Commercial,2000,Downtown
1,16,Commercial,350,Scarborough
1,13,Other,350,Scarborough
1,15,Outside,305,Downtown
1,17,Commercial,1200,North York
1,8,Transit,1000,Toronto
1,23,Outside,2500,Midtown
1,11,Outside,1200,Downtown
1,3,Apartment,200,Downtown
1,19,Apartment,1400,Midtown
1,19,Outside,1000,Downtown
1,19,Other,6800,Downtown
1,1,Outside,2650,Toronto
1,20,Other,3500,Toronto
1,20,Other,3500,Toronto
1,16,Apartment,1200,North York
1,19,House,1200,Toronto
1,19,House,720,Toronto
1,18,Educational,800,Downtown
1,18,Apartment,1220.38000488281,North York
1,12,Apartment,500,North York
1,12,Apartment,6000,North York
1,12,Outside,400,Toronto
1,16,Commercial,4000,Toronto
1,21,Outside,550,Downtown
1,20,Commercial,150,Downtown
1,20,Apartment,499.989990234375,Scarborough
1,20,Outside,950,North York
1,19,Outside,1200,Downtown
1,16,Apartment,3000,Downtown
1,15,Outside,300,Toronto
1,14,Commercial,500,Downtown
1,23,Apartment,200,Downtown
1,14,Other,350,Downtown
1,23,Apartment,200,Downtown
1,0,House,3000,Downtown
1,18,Commercial,1200,Downtown
1,10,Educational,300,Downtown
1,13,Outside,900,North York
1,0,Apartment,3000,Downtown
1,7,Outside,1200,Scarborough
1,19,Other,500,Downtown
1,8,House,2500,Downtown
1,13,House,750,Downtown
1,19,Transit,500,Toronto
1,2,Other,9000,Midtown
1,2,Other,5000,Midtown
1,0,Outside,200,Toronto
1,9,Educational,500,Toronto
1,23,Apartment,799,Downtown
1,8,Outside,470,Downtown
1,23,Apartment,850,Downtown
1,12,Apartment,3000,Downtown
1,20,Outside,1200,Downtown
1,10,Other,600,Toronto
1,12,Outside,2800,Downtown
1,22,Apartment,2000,Toronto
1,17,Outside,2258,Toronto
1,13,Transit,3000,Scarborough
1,12,Apartment,500,North York
1,13,Apartment,600,Toronto
1,16,Commercial,800,North York
1,18,Commercial,174.979995727539,North York
1,13,Educational,1050.44995117188,Toronto
1,21,Outside,168,North York
1,17,House,3500,Toronto
1,21,Other,800,Downtown
1,21,Commercial,550,Downtown
1,5,Transit,650,Scarborough
1,20,Commercial,799.989990234375,Downtown
1,23,Other,800,Downtown
1,12,Other,500,Toronto
1,12,Other,860,Toronto
1,6,Educational,519,Downtown
1,23,Educational,500,Downtown
1,10,Outside,1000,Downtown
1,4,House,7000,Midtown
1,10,Educational,520,Downtown
1,5,House,200,Scarborough
1,22,Apartment,2500,Downtown
1,20,Outside,595.5,Downtown
1,9,Educational,900,Toronto
1,8,Educational,1000,Midtown
1,19,Commercial,500,Midtown
1,17,Commercial,5800,Downtown
1,19,Educational,980,Downtown
1,2,Apartment,1186.5,Downtown
1,14,Outside,1900,Downtown
1,20,Other,900,North York
1,15,Apartment,3300,Downtown
1,19,Outside,1800,Scarborough
1,19,Outside,1800,Scarborough
1,8,House,860,Toronto
1,11,Outside,2400,Downtown
1,8,Other,770,Downtown
1,20,Other,3500,Midtown
1,23,Outside,1000,North York
1,19,Educational,1000,Scarborough
1,12,Educational,900,Toronto
1,1,Apartment,830,Midtown
1,9,Apartment,1700,Midtown
1,23,Other,900,Downtown
1,23,Other,900,Downtown
1,6,Apartment,499,Downtown
1,17,Commercial,300,Scarborough
1,22,Outside,130,Downtown
1,9,Outside,819,Downtown
1,22,Outside,0,Downtown
1,0,Apartment,500,North York
1,18,Commercial,0,Downtown
1,19,Outside,0,Downtown
1,18,Educational,700,Downtown
1,17,Apartment,780,North York
1,17,Apartment,400,North York
1,10,Outside,500,Scarborough
1,13,Commercial,1050,Toronto
1,15,Outside,1500,Downtown
1,16,Apartment,700,North York
1,0,House,7500,Scarborough
1,0,House,300,North York
1,12,Commercial,80,Downtown
1,18,Other,845,Downtown
1,10,Transit,200,Scarborough
1,21,Outside,3000,Downtown
1,1,House,2600,Downtown
1,1,House,1200,Downtown
1,15,Outside,350,Downtown
1,20,Apartment,1300,Downtown
1,9,Apartment,4900,Toronto
1,21,Other,250,North York
1,19,Apartment,1200,Downtown
1,14,Other,900,Midtown
1,12,House,800,Toronto
1,10,House,1200,Downtown
1,14,Other,900,Midtown
1,10,House,2400,Downtown
1,12,House,800,Toronto
1,19,Other,2500,Downtown
1,21,House,750,Downtown
1,18,Educational,0,Downtown
1,14,House,250,Scarborough
1,22,Commercial,1500,Downtown
1,10,Apartment,1038,Toronto
1,17,Outside,700,Scarborough
1,11,Apartment,180,Midtown
1,1,Apartment,700,Downtown
1,2,Apartment,1200,Downtown
1,13,Transit,1599,Scarborough
